No.,Name,Type,Abilities,HP,Att,Def,S.Att,S.Def,Spd,Total
#0891,Kubfu (/pokemon/kubfu),fighting,Inner Focus (/abilitydex/innerfocus.shtml),60,90,60,53,50,72,385
#0892,Urshifu (/pokemon/urshifu),fighting | dark,Unseen Fist (/abilitydex/unseenfist.shtml),100,130,100,63,60,97,550
#0893,Zarude (/pokemon/zarude),dark | grass,Leaf Guard (/abilitydex/leafguard.shtml),105,120,105,70,95,105,600
#0894,Regieleki (/pokemon/regieleki),electric,Transistor (/abilitydex/transistor.shtml),80,100,50,100,50,200,580
#0895,Regidrago (/pokemon/regidrago),dragon,Dragon's Maw (/abilitydex/dragon'smaw.shtml),200,100,50,100,50,80,580
#0896,Glastrier (/pokemon/glastrier),ice,Chilling Neigh (/abilitydex/chillingneigh.shtml),100,145,130,65,110,30,580
#0897,Spectrier (/pokemon/spectrier),ghost,Grim Neigh (/abilitydex/grimneigh.shtml),100,65,60,145,80,130,580
#0898,Calyrex (/pokemon/calyrex),psychic | grass,Unnerve (/abilitydex/unnerve.shtml),100,80,80,80,80,80,500
#0899,Wyrdeer (/pokemon/wyrdeer),normal | psychic,Intimidate (/abilitydex/intimidate.shtml) | Frisk (/abilitydex/frisk.shtml) | Sap Sipper (/abilitydex/sapsipper.shtml),103,105,72,105,75,65,525
#0900,Kleavor (/pokemon/kleavor),bug | rock,Swarm (/abilitydex/swarm.shtml) | Sheer Force (/abilitydex/sheerforce.shtml) | Sharpness (/abilitydex/sharpness.shtml),70,135,95,45,70,85,500
#0901,Ursaluna (/pokemon/ursaluna),ground | normal,Guts (/abilitydex/guts.shtml) | Bulletproof (/abilitydex/bulletproof.shtml) | Unnerve (/abilitydex/unnerve.shtml),130,140,105,45,80,50,550
#0902,Basculegion (/pokemon/basculegion),water | ghost,Swift Swim (/abilitydex/swiftswim.shtml) | Adaptability (/abilitydex/adaptability.shtml) | Mold Breaker (/abilitydex/moldbreaker.shtml),120,112,65,80,75,78,530
#0903,Sneasler (/pokemon/sneasler),fighting | poison,Pressure (/abilitydex/pressure.shtml) | Unburden (/abilitydex/unburden.shtml) | Poison Touch (/abilitydex/poisontouch.shtml),80,130,60,40,80,120,510
#0904,Overqwil (/pokemon/overqwil),dark | poison,Poison Point (/abilitydex/poisonpoint.shtml) | Swift Swim (/abilitydex/swiftswim.shtml) | Intimidate (/abilitydex/intimidate.shtml),85,115,95,65,65,85,510
#0905,Enamorus (/pokemon/enamorus),fairy | flying,Cute Charm (/abilitydex/cutecharm.shtml) | Contrary (/abilitydex/contrary.shtml),74,115,70,135,80,106,580
#0906,Sprigatito (/pokemon/sprigatito),grass,Overgrow (/abilitydex/overgrow.shtml) | Protean (/abilitydex/protean.shtml),40,61,54,45,45,65,310
#0907,Floragato (/pokemon/floragato),grass,Overgrow (/abilitydex/overgrow.shtml) | Protean (/abilitydex/protean.shtml),61,80,63,60,63,83,410
#0908,Meowscarada (/pokemon/meowscarada),grass | dark,Overgrow (/abilitydex/overgrow.shtml) | Protean (/abilitydex/protean.shtml),76,110,70,81,70,123,530
#0909,Fuecoco (/pokemon/fuecoco),fire,Blaze (/abilitydex/blaze.shtml) | Unaware (/abilitydex/unaware.shtml),67,45,59,63,40,36,310
#0910,Crocalor (/pokemon/crocalor),fire,Blaze (/abilitydex/blaze.shtml) | Unaware (/abilitydex/unaware.shtml),81,55,78,90,58,49,411
#0911,Skeledirge (/pokemon/skeledirge),fire | ghost,Blaze (/abilitydex/blaze.shtml) | Unaware (/abilitydex/unaware.shtml),104,75,100,110,75,66,530
#0912,Quaxly (/pokemon/quaxly),water,Torrent (/abilitydex/torrent.shtml) | Moxie (/abilitydex/moxie.shtml),55,65,45,50,45,50,310
#0913,Quaxwell (/pokemon/quaxwell),water,Torrent (/abilitydex/torrent.shtml) | Moxie (/abilitydex/moxie.shtml),70,85,65,65,60,65,410
#0914,Quaquaval (/pokemon/quaquaval),water | fighting,Torrent (/abilitydex/torrent.shtml) | Moxie (/abilitydex/moxie.shtml),85,120,80,85,75,85,530
#0915,Lechonk (/pokemon/lechonk),normal,Aroma Veil (/abilitydex/aromaveil.shtml) | Gluttony (/abilitydex/gluttony.shtml) | Thick Fat (/abilitydex/thickfat.shtml),54,45,40,35,45,35,254
#0916,Oinkologne (/pokemon/oinkologne),normal,Lingering Aroma (/abilitydex/lingeringaroma.shtml) | Gluttony (/abilitydex/gluttony.shtml) | Thick Fat (/abilitydex/thickfat.shtml),110,100,75,59,80,65,489
#0917,Tarountula (/pokemon/tarountula),bug,Insomnia (/abilitydex/insomnia.shtml) | Stakeout (/abilitydex/stakeout.shtml),35,41,45,29,40,20,210
#0918,Spidops (/pokemon/spidops),bug,Insomnia (/abilitydex/insomnia.shtml) | Stakeout (/abilitydex/stakeout.shtml),60,79,92,52,86,35,404
#0919,Nymble (/pokemon/nymble),bug,Swarm (/abilitydex/swarm.shtml) | Tinted Lens (/abilitydex/tintedlens.shtml),33,46,40,21,25,45,210
#0920,Lokix (/pokemon/lokix),bug | dark,Swarm (/abilitydex/swarm.shtml) | Tinted Lens (/abilitydex/tintedlens.shtml),71,102,78,52,55,92,450
#0921,Pawmi (/pokemon/pawmi),electric,Static (/abilitydex/static.shtml) | Natural Cure (/abilitydex/naturalcure.shtml) | Iron Fist (/abilitydex/ironfist.shtml),45,50,20,40,25,60,240
#0922,Pawmo (/pokemon/pawmo),electric | fighting,Volt Absorb (/abilitydex/voltabsorb.shtml) | Natural Cure (/abilitydex/naturalcure.shtml) | Iron Fist (/abilitydex/ironfist.shtml),60,75,40,50,40,85,350
#0923,Pawmot (/pokemon/pawmot),electric | fighting,Volt Absorb (/abilitydex/voltabsorb.shtml) | Natural Cure (/abilitydex/naturalcure.shtml) | Iron Fist (/abilitydex/ironfist.shtml),70,115,70,70,60,105,490
#0924,Tandemaus (/pokemon/tandemaus),normal,Run Away (/abilitydex/runaway.shtml) | Pickup (/abilitydex/pickup.shtml) | Own Tempo (/abilitydex/owntempo.shtml),50,50,45,40,45,75,305
#0925,Maushold (/pokemon/maushold),normal,Friend Guard (/abilitydex/friendguard.shtml) | Cheek Pouch (/abilitydex/cheekpouch.shtml) | Technician (/abilitydex/technician.shtml),74,75,70,65,75,111,470
#0926,Fidough (/pokemon/fidough),fairy,Own Tempo (/abilitydex/owntempo.shtml) | Klutz (/abilitydex/klutz.shtml),37,55,70,30,55,65,312
#0927,Dachsbun (/pokemon/dachsbun),fairy,Well-Baked Body (/abilitydex/well-bakedbody.shtml) | Aroma Veil (/abilitydex/aromaveil.shtml),57,80,115,50,80,95,477
#0928,Smoliv (/pokemon/smoliv),grass | normal,Early Bird (/abilitydex/earlybird.shtml) | Harvest (/abilitydex/harvest.shtml),41,35,45,58,51,30,260
#0929,Dolliv (/pokemon/dolliv),grass | normal,Early Bird (/abilitydex/earlybird.shtml) | Harvest (/abilitydex/harvest.shtml),52,53,60,78,78,33,354
#0930,Arboliva (/pokemon/arboliva),grass | normal,Seed Sower (/abilitydex/seedsower.shtml) | Harvest (/abilitydex/harvest.shtml),78,69,90,125,109,39,510
#0931,Squawkabilly (/pokemon/squawkabilly),normal | flying,Intimidate (/abilitydex/intimidate.shtml) | Hustle (/abilitydex/hustle.shtml) | Guts (/abilitydex/guts.shtml),82,96,51,45,51,92,417
#0932,Nacli (/pokemon/nacli),rock,Purifying Salt (/abilitydex/purifyingsalt.shtml) | Sturdy (/abilitydex/sturdy.shtml) | Clear Body (/abilitydex/clearbody.shtml),55,55,75,35,35,25,280
#0933,Naclstack (/pokemon/naclstack),rock,Purifying Salt (/abilitydex/purifyingsalt.shtml) | Sturdy (/abilitydex/sturdy.shtml) | Clear Body (/abilitydex/clearbody.shtml),60,60,100,35,65,35,355
#0934,Garganacl (/pokemon/garganacl),rock,Purifying Salt (/abilitydex/purifyingsalt.shtml) | Sturdy (/abilitydex/sturdy.shtml) | Clear Body (/abilitydex/clearbody.shtml),100,100,130,45,90,35,500
#0935,Charcadet (/pokemon/charcadet),fire,Flash Fire (/abilitydex/flashfire.shtml) | Flame Body (/abilitydex/flamebody.shtml),40,50,40,50,40,35,255
#0936,Armarouge (/pokemon/armarouge),fire | psychic,Flash Fire (/abilitydex/flashfire.shtml) | Weak Armor (/abilitydex/weakarmor.shtml),85,60,100,125,80,75,525
#0937,Ceruledge (/pokemon/ceruledge),fire | ghost,Flash Fire (/abilitydex/flashfire.shtml) | Weak Armor (/abilitydex/weakarmor.shtml),75,125,80,60,100,85,525
#0938,Tadbulb (/pokemon/tadbulb),electric,Own Tempo (/abilitydex/owntempo.shtml) | Static (/abilitydex/static.shtml) | Damp (/abilitydex/damp.shtml),61,31,41,59,35,45,272
#0939,Bellibolt (/pokemon/bellibolt),electric,Electromorphosis (/abilitydex/electromorphosis.shtml) | Static (/abilitydex/static.shtml) | Damp (/abilitydex/damp.shtml),109,64,91,103,83,45,495
#0940,Wattrel (/pokemon/wattrel),electric | flying,Wind Power (/abilitydex/windpower.shtml) | Volt Absorb (/abilitydex/voltabsorb.shtml) | Competitive (/abilitydex/competitive.shtml),40,40,35,55,40,70,280
#0941,Kilowattrel (/pokemon/kilowattrel),electric | flying,Wind Power (/abilitydex/windpower.shtml) | Volt Absorb (/abilitydex/voltabsorb.shtml) | Competitive (/abilitydex/competitive.shtml),70,70,60,105,60,125,490
#0942,Maschiff (/pokemon/maschiff),dark,Intimidate (/abilitydex/intimidate.shtml) | Run Away (/abilitydex/runaway.shtml) | Stakeout (/abilitydex/stakeout.shtml),60,78,60,40,51,51,340
#0943,Mabosstiff (/pokemon/mabosstiff),dark,Intimidate (/abilitydex/intimidate.shtml) | Guard Dog (/abilitydex/guarddog.shtml) | Stakeout (/abilitydex/stakeout.shtml),80,120,90,60,70,85,505
#0944,Shroodle (/pokemon/shroodle),poison | normal,Unburden (/abilitydex/unburden.shtml) | Pickpocket (/abilitydex/pickpocket.shtml) | Prankster (/abilitydex/prankster.shtml),40,65,35,40,35,75,290
#0945,Grafaiai (/pokemon/grafaiai),poison | normal,Unburden (/abilitydex/unburden.shtml) | Poison Touch (/abilitydex/poisontouch.shtml) | Prankster (/abilitydex/prankster.shtml),63,95,65,80,72,110,485
#0946,Bramblin (/pokemon/bramblin),grass | ghost,Wind Rider (/abilitydex/windrider.shtml) | Infiltrator (/abilitydex/infiltrator.shtml),40,65,30,45,35,60,275
#0947,Brambleghast (/pokemon/brambleghast),grass | ghost,Wind Rider (/abilitydex/windrider.shtml) | Infiltrator (/abilitydex/infiltrator.shtml),55,115,70,80,70,90,480
#0948,Toedscool (/pokemon/toedscool),ground | grass,Mycelium Might (/abilitydex/myceliummight.shtml),40,40,35,50,100,70,335
#0949,Toedscruel (/pokemon/toedscruel),ground | grass,Mycelium Might (/abilitydex/myceliummight.shtml),80,70,65,80,120,100,515
#0950,Klawf (/pokemon/klawf),rock,Anger Shell (/abilitydex/angershell.shtml) | Shell Armor (/abilitydex/shellarmor.shtml) | Regenerator (/abilitydex/regenerator.shtml),70,100,115,35,55,75,450
#0951,Capsakid (/pokemon/capsakid),grass,Chlorophyll (/abilitydex/chlorophyll.shtml) | Insomnia (/abilitydex/insomnia.shtml) | Klutz (/abilitydex/klutz.shtml),50,62,40,62,40,50,304
#0952,Scovillain (/pokemon/scovillain),grass | fire,Chlorophyll (/abilitydex/chlorophyll.shtml) | Insomnia (/abilitydex/insomnia.shtml) | Moody (/abilitydex/moody.shtml),65,108,65,108,65,75,486
#0953,Rellor (/pokemon/rellor),bug,Compoundeyes (/abilitydex/compoundeyes.shtml) | Shed Skin (/abilitydex/shedskin.shtml),41,50,60,31,58,30,270
#0954,Rabsca (/pokemon/rabsca),bug | psychic,Synchronize (/abilitydex/synchronize.shtml) | Telepathy (/abilitydex/telepathy.shtml),75,50,85,115,100,45,470
#0955,Flittle (/pokemon/flittle),psychic,Anticipation (/abilitydex/anticipation.shtml) | Frisk (/abilitydex/frisk.shtml) | Speed Boost (/abilitydex/speedboost.shtml),30,35,30,55,30,75,255
#0956,Espathra (/pokemon/espathra),psychic,Opportunist (/abilitydex/opportunist.shtml) | Frisk (/abilitydex/frisk.shtml) | Speed Boost (/abilitydex/speedboost.shtml),95,60,60,101,60,105,481
#0957,Tinkatink (/pokemon/tinkatink),fairy | steel,Mold Breaker (/abilitydex/moldbreaker.shtml) | Own Tempo (/abilitydex/owntempo.shtml) | Pickpocket (/abilitydex/pickpocket.shtml),50,45,45,35,64,58,297
#0958,Tinkatuff (/pokemon/tinkatuff),fairy | steel,Mold Breaker (/abilitydex/moldbreaker.shtml) | Own Tempo (/abilitydex/owntempo.shtml) | Pickpocket (/abilitydex/pickpocket.shtml),65,55,55,45,82,78,380
#0959,Tinkaton (/pokemon/tinkaton),fairy | steel,Mold Breaker (/abilitydex/moldbreaker.shtml) | Own Tempo (/abilitydex/owntempo.shtml) | Pickpocket (/abilitydex/pickpocket.shtml),85,75,77,70,105,94,506
#0960,Wiglett (/pokemon/wiglett),water,Gooey (/abilitydex/gooey.shtml) | Rattled (/abilitydex/rattled.shtml) | Sand Veil (/abilitydex/sandveil.shtml),10,55,25,35,25,95,245
#0961,Wugtrio (/pokemon/wugtrio),water,Gooey (/abilitydex/gooey.shtml) | Rattled (/abilitydex/rattled.shtml) | Sand Veil (/abilitydex/sandveil.shtml),35,100,50,50,70,120,425
#0962,Bombirdier (/pokemon/bombirdier),flying | dark,Big Pecks (/abilitydex/bigpecks.shtml) | Keen Eye (/abilitydex/keeneye.shtml) | Rocky Payload (/abilitydex/rockypayload.shtml),70,103,85,60,85,82,485
#0963,Finizen (/pokemon/finizen),water,Water Veil (/abilitydex/waterveil.shtml),70,45,40,45,40,75,315
#0964,Palafin (/pokemon/palafin),water,Zero to Hero (/abilitydex/zerotohero.shtml),100,70,72,53,62,100,457
#0965,Varoom (/pokemon/varoom),steel | poison,Overcoat (/abilitydex/overcoat.shtml) | Slow Start (/abilitydex/slowstart.shtml),45,70,63,30,45,47,300
#0966,Revavroom (/pokemon/revavroom),steel | poison,Overcoat (/abilitydex/overcoat.shtml) | Filter (/abilitydex/filter.shtml),80,119,90,54,67,90,500
#0967,Cyclizar (/pokemon/cyclizar),dragon | normal,Shed Skin (/abilitydex/shedskin.shtml) | Regenerator (/abilitydex/regenerator.shtml),70,95,65,85,65,121,501
#0968,Orthworm (/pokemon/orthworm),steel,Earth Eater (/abilitydex/eartheater.shtml) | Sand Veil (/abilitydex/sandveil.shtml),70,85,145,60,55,65,480
#0969,Glimmet (/pokemon/glimmet),rock | poison,Toxic Debris (/abilitydex/toxicdebris.shtml) | Corrosion (/abilitydex/corrosion.shtml),48,35,42,105,60,60,350
#0970,Glimmora (/pokemon/glimmora),rock | poison,Toxic Debris (/abilitydex/toxicdebris.shtml) | Corrosion (/abilitydex/corrosion.shtml),83,55,90,130,81,86,525
#0971,Greavard (/pokemon/greavard),ghost,Pickup (/abilitydex/pickup.shtml) | Fluffy (/abilitydex/fluffy.shtml),50,61,60,30,55,34,290
#0972,Houndstone (/pokemon/houndstone),ghost,Sand Rush (/abilitydex/sandrush.shtml) | Fluffy (/abilitydex/fluffy.shtml),72,101,100,50,97,68,488
#0973,Flamigo (/pokemon/flamigo),flying | fighting,Scrappy (/abilitydex/scrappy.shtml) | Tangled Feet (/abilitydex/tangledfeet.shtml) | Costar (/abilitydex/costar.shtml),82,115,74,75,64,90,500
#0974,Cetoddle (/pokemon/cetoddle),ice,Thick Fat (/abilitydex/thickfat.shtml) | Snow Cloak (/abilitydex/snowcloak.shtml) | Sheer Force (/abilitydex/sheerforce.shtml),108,68,45,30,40,43,334
#0975,Cetitan (/pokemon/cetitan),ice,Thick Fat (/abilitydex/thickfat.shtml) | Slush Rush (/abilitydex/slushrush.shtml) | Sheer Force (/abilitydex/sheerforce.shtml),170,113,65,45,55,73,521
#0976,Veluza (/pokemon/veluza),water | psychic,Mold Breaker (/abilitydex/moldbreaker.shtml) | Sharpness (/abilitydex/sharpness.shtml),90,102,73,78,65,70,478
#0977,Dondozo (/pokemon/dondozo),water,Unaware (/abilitydex/unaware.shtml) | Oblivious (/abilitydex/oblivious.shtml) | Water Veil (/abilitydex/waterveil.shtml),150,100,115,65,65,35,530
#0978,Tatsugiri (/pokemon/tatsugiri),dragon | water,Commander (/abilitydex/commander.shtml) | Storm Drain (/abilitydex/stormdrain.shtml),68,50,60,120,95,82,475
#0979,Annihilape (/pokemon/annihilape),fighting | ghost,Vital Spirit (/abilitydex/vitalspirit.shtml) | Inner Focus (/abilitydex/innerfocus.shtml) | Defiant (/abilitydex/defiant.shtml),110,115,80,50,90,90,535
#0980,Clodsire (/pokemon/clodsire),poison | ground,Poison Point (/abilitydex/poisonpoint.shtml) | Water Absorb (/abilitydex/waterabsorb.shtml) | Unaware (/abilitydex/unaware.shtml),130,75,60,45,100,20,430
#0981,Farigiraf (/pokemon/farigiraf),normal | psychic,Cud Chew (/abilitydex/cudchew.shtml) | Armor Tail (/abilitydex/armortail.shtml) | Sap Sipper (/abilitydex/sapsipper.shtml),120,90,70,110,70,60,520
#0982,Dudunsparce (/pokemon/dudunsparce),normal,Serene Grace (/abilitydex/serenegrace.shtml) | Run Away (/abilitydex/runaway.shtml) | Rattled (/abilitydex/rattled.shtml),125,100,80,85,75,55,520
#0983,Kingambit (/pokemon/kingambit),dark | steel,Defiant (/abilitydex/defiant.shtml) | Supreme Overlord (/abilitydex/supremeoverlord.shtml) | Pressure (/abilitydex/pressure.shtml),100,135,120,60,85,50,550
#0984,Great Tusk (/pokemon/greattusk),ground | fighting,Protosynthesis (/abilitydex/protosynthesis.shtml),115,131,131,53,53,87,570
#0985,Scream Tail (/pokemon/screamtail),fairy | psychic,Protosynthesis (/abilitydex/protosynthesis.shtml),115,65,99,65,115,111,570
#0986,Brute Bonnet (/pokemon/brutebonnet),grass | dark,Protosynthesis (/abilitydex/protosynthesis.shtml),111,127,99,79,99,55,570
#0987,Flutter Mane (/pokemon/fluttermane),ghost | fairy,Protosynthesis (/abilitydex/protosynthesis.shtml),55,55,55,135,135,135,570
#0988,Slither Wing (/pokemon/slitherwing),bug | fighting,Protosynthesis (/abilitydex/protosynthesis.shtml),85,135,79,85,105,81,570
#0989,Sandy Shocks (/pokemon/sandyshocks),electric | ground,Protosynthesis (/abilitydex/protosynthesis.shtml),85,81,97,121,85,101,570
#0990,Iron Treads (/pokemon/irontreads),ground | steel,Quark Drive (/abilitydex/quarkdrive.shtml),90,112,120,72,70,106,570
#0991,Iron Bundle (/pokemon/ironbundle),ice | water,Quark Drive (/abilitydex/quarkdrive.shtml),56,80,114,124,60,136,570
#0992,Iron Hands (/pokemon/ironhands),fighting | electric,Quark Drive (/abilitydex/quarkdrive.shtml),154,140,108,50,68,50,570
#0993,Iron Jugulis (/pokemon/ironjugulis),dark | flying,Quark Drive (/abilitydex/quarkdrive.shtml),94,80,86,122,80,108,570
#0994,Iron Moth (/pokemon/ironmoth),fire | poison,Quark Drive (/abilitydex/quarkdrive.shtml),80,70,60,140,110,110,570
#0995,Iron Thorns (/pokemon/ironthorns),rock | electric,Quark Drive (/abilitydex/quarkdrive.shtml),100,134,110,70,84,72,570
#0996,Frigibax (/pokemon/frigibax),dragon | ice,Thermal Exchange (/abilitydex/thermalexchange.shtml) | Ice Body (/abilitydex/icebody.shtml),65,75,45,35,45,55,320
#0997,Arctibax (/pokemon/arctibax),dragon | ice,Thermal Exchange (/abilitydex/thermalexchange.shtml) | Ice Body (/abilitydex/icebody.shtml),90,95,66,45,65,62,423
#0998,Baxcalibur (/pokemon/baxcalibur),dragon | ice,Thermal Exchange (/abilitydex/thermalexchange.shtml) | Ice Body (/abilitydex/icebody.shtml),115,145,92,75,86,87,600
#0999,Gimmighoul (/pokemon/gimmighoul),ghost,Rattled (/abilitydex/rattled.shtml),45,30,70,75,70,10,300
#1000,Gholdengo (/pokemon/gholdengo),steel | ghost,Good as Gold (/abilitydex/goodasgold.shtml),87,60,95,133,91,84,550
#1001,Wo-Chien (/pokemon/wo-chien),dark | grass,Tablets of Ruin (/abilitydex/tabletsofruin.shtml),85,85,100,95,135,70,570
#1002,Chien-Pao (/pokemon/chien-pao),dark | ice,Sword of Ruin (/abilitydex/swordofruin.shtml),80,120,80,90,65,135,570
#1003,Ting-Lu (/pokemon/ting-lu),dark | ground,Vessel of Ruin (/abilitydex/vesselofruin.shtml),155,110,125,55,80,45,570
#1004,Chi-Yu (/pokemon/chi-yu),dark | fire,Beads of Ruin (/abilitydex/beadsofruin.shtml),55,80,80,135,120,100,570
#1005,Roaring Moon (/pokemon/roaringmoon),dragon | dark,Protosynthesis (/abilitydex/protosynthesis.shtml),105,139,71,55,101,119,590
#1006,Iron Valiant (/pokemon/ironvaliant),fairy | fighting,Quark Drive (/abilitydex/quarkdrive.shtml),74,130,90,120,60,116,590
#1007,Koraidon (/pokemon/koraidon),fighting | dragon,Orichalcum Pulse (/abilitydex/orichalcumpulse.shtml),100,135,115,85,100,135,670
#1008,Miraidon (/pokemon/miraidon),electric | dragon,Hadron Engine (/abilitydex/hadronengine.shtml),100,85,100,135,115,135,670
#1009,Walking Wake (/pokemon/walkingwake),water | dragon,Protosynthesis (/abilitydex/protosynthesis.shtml),99,83,91,125,83,109,590
#1010,Iron Leaves (/pokemon/ironleaves),grass | psychic,Quark Drive (/abilitydex/quarkdrive.shtml),90,130,88,70,108,104,590
#1011,Dipplin (/pokemon/dipplin),grass | dragon,Supersweet Syrup (/abilitydex/supersweetsyrup.shtml) | Gluttony (/abilitydex/gluttony.shtml) | Sticky Hold (/abilitydex/stickyhold.shtml),80,80,110,95,80,40,485
#1012,Poltchageist (/pokemon/poltchageist),grass | ghost,Hospitality (/abilitydex/hospitality.shtml) | Heatproof (/abilitydex/heatproof.shtml),40,45,45,74,54,50,308
#1013,Sinistcha (/pokemon/sinistcha),grass | ghost,Hospitality (/abilitydex/hospitality.shtml) | Heatproof (/abilitydex/heatproof.shtml),71,60,106,121,80,70,508
#1014,Okidogi (/pokemon/okidogi),poison | fighting,Toxic Chain (/abilitydex/toxicchain.shtml) | Guard Dog (/abilitydex/guarddog.shtml),88,128,115,58,86,80,555
#1015,Munkidori (/pokemon/munkidori),poison | psychic,Toxic Chain (/abilitydex/toxicchain.shtml) | Frisk (/abilitydex/frisk.shtml),88,75,66,130,90,106,555
#1016,Fezandipiti (/pokemon/fezandipiti),poison | fairy,Toxic Chain (/abilitydex/toxicchain.shtml) | Technician (/abilitydex/technician.shtml),88,91,82,70,125,99,555
#1017,Ogerpon (/pokemon/ogerpon),grass,Defiant (/abilitydex/defiant.shtml),80,120,84,60,96,110,550
#1018,Archaludon (/pokemon/archaludon),steel | dragon,Stamina (/abilitydex/stamina.shtml) | Sturdy (/abilitydex/sturdy.shtml) | Stalwart (/abilitydex/stalwart.shtml),90,105,130,125,65,85,600
#1019,Hydrapple (/pokemon/hydrapple),grass | dragon,Supersweet Syrup (/abilitydex/supersweetsyrup.shtml) | Regenerator (/abilitydex/regenerator.shtml) | Sticky Hold (/abilitydex/stickyhold.shtml),106,80,110,120,80,44,540
#1020,Gouging Fire (/pokemon/gougingfire),fire | dragon,Protosynthesis (/abilitydex/protosynthesis.shtml),105,115,121,65,93,91,590
#1021,Raging Bolt (/pokemon/ragingbolt),electric | dragon,Protosynthesis (/abilitydex/protosynthesis.shtml),125,73,91,137,89,75,590
#1022,Iron Boulder (/pokemon/ironboulder),rock | psychic,Quark Drive (/abilitydex/quarkdrive.shtml),90,120,80,68,108,124,590
#1023,Iron Crown (/pokemon/ironcrown),steel | psychic,Quark Drive (/abilitydex/quarkdrive.shtml),90,72,100,122,108,98,590
#1024,Terapagos (/pokemon/terapagos),normal,Tera Shift (/abilitydex/terashift.shtml),90,65,85,65,85,60,450
#1025,Pecharunt (/pokemon/pecharunt),poison | ghost,Poison Puppeteer (/abilitydex/poisonpuppeteer.shtml),88,88,160,88,88,88,600
